ObjectID,ClassificationID,AltNum,Description
1765,1,OR.Vol.12:p.646,Previous Number
2889,5,Vol.07.p.028,Previous Number
2894,5,Vol.07.p.037,Previous Number
2896,5,Vol.07.p.009[?],Previous Number
2900,5,Vol.07.p.004[?],Previous Number
2901,5,Vol.07.p.016,Previous Number
2903,5,Vol.07.p.013[?],Previous Number
2904,5,Vol.07.p.025,Previous Number
2905,5,Vol.07.p.034,Previous Number
2906,5,Vol.07.p.006[?],Previous Number
2908,5,Vol.07.p.001[?],Previous Number
2911,5,Vol.07.p.010[?],Previous Number
2912,5,Vol.07.p.022,Previous Number
2913,5,Vol.07.p.031,Previous Number
2914,5,Vol.07.p.003[?],Previous Number
2921,5,Vol.07.p.007[?],Previous Number
2923,5,Vol.07.p.019,Previous Number
3080,5,Vol.07.p.015[?],Previous Number
3082,5,Vol.07.p.027,Previous Number
3147,5,Vol.07.p.018,Previous Number
3150,5,Vol.07.p.036,Previous Number
3151,5,Vol.07.p.008[?],Previous Number
3156,5,Vol.07.p.012[?],Previous Number
3157,5,Vol.07.p.024,Previous Number
3158,5,Vol.07.p.033,Previous Number
3159,5,Vol.07.p.005[?],Previous Number
3164,5,Vol.07.p.021,Previous Number
3166,5,Vol.07.p.030,Previous Number
3168,5,Vol.07.p.002[?],Previous Number
3303,5,Vol.07.p.017,Previous Number
3306,5,Vol.07.p.014[?],Previous Number
3307,5,Vol.07.p.026,Previous Number
3308,5,Vol.07.p.035,Previous Number
3309,5,Vol.07.p.007.dup.1,Previous Number
3314,5,Vol.07.p.011[?],Previous Number
3315,5,Vol.07.p.023,Previous Number
3316,5,Vol.07.p.032,Previous Number
3324,5,Vol.07.p.020,Previous Number
3328,5,Vol.07.p.029,Previous Number
5590,139,EG010005,Previous Number
5663,139,EG000490,Previous Number
5805,89,HUMFA_24-11-64,Harvard University-Boston Museum of Fine Arts excavation number
5805,89,EMC_SR_2/10847,Cairo Special Register number
5962,89,HUMFA_24-11-145,Harvard University-Boston Museum of Fine Arts excavation number
5962,89,EMC_SR_2/10848,Cairo Special Register number
6042,89,HUMFA_24-11-818,Harvard University-Boston Museum of Fine Arts excavation number
6042,89,EMC_SR_2/10852,Cairo Special Register number
6931,129,HUMFA_24-12-264,Harvard University-Boston Museum of Fine Arts excavation number
6931,129,EMC_SR_2/10851,Cairo Special Register number
7106,38,HUMFA_24-12-391,Harvard University-Boston Museum of Fine Arts excavation number
7106,38,EMC_SR_2/10849,Cairo Special Register number
8975,89,HUMFA_24-12-1182,Harvard University-Boston Museum of Fine Arts excavation number
8975,89,EMC_SR_2/10850,Cairo Special Register number
8997,97,HUMFA_24-12-1204,Harvard University-Boston Museum of Fine Arts excavation number
8997,97,EMC_SR_GB/121,Cairo Special Register number
8998,97,EMC_JE_54938,Journal d'Entree number
8998,97,EMC_SR_2/14701,Cairo Special Register number
8998,97,HUMFA_24-12-1205,Harvard University-Boston Museum of Fine Arts excavation number
9350,18,EMC_JE_51903,Journal d'Entree number
9350,18,EMC_SR_3/6948,Cairo Special Register number
9350,18,HUMFA_25-2-735,Harvard University-Boston Museum of Fine Arts excavation number
9351,18,HUMFA_25-2-736,Harvard University-Boston Museum of Fine Arts excavation number
9351,18,EMC_SR_3/6949,Cairo Special Register number
9514,87,25-2-382a,Previous Number
10207,84,EMC_JE_51902,Journal d'Entree number
10207,84,EMC_SR_7/3039,Cairo Special Register number
10207,84,HUMFA_25-3-256,Harvard University-Boston Museum of Fine Arts excavation number
10212,57,HUMFA_25-3-261,Harvard University-Boston Museum of Fine Arts excavation number
10212,57,EMC_SR_2/571,Cairo Special Register number
11386,116,48.183a-d,Accession Number
11798,18,HUMFA_26-1-132,Harvard University-Boston Museum of Fine Arts excavation number
11798,18,EMC_SR_2/15708,Cairo Special Register number
11798,18,EMC_JE_72142,Journal d'Entree number
13279,18,HUMFA_27-3-629,Harvard University-Boston Museum of Fine Arts excavation number
13279,18,EMC_SR_3/982,Cairo Special Register number
13489,116,HUMFA_27-3-715,Harvard University-Boston Museum of Fine Arts excavation number
13489,116,EMC_SR_2/15008,Cairo Special Register number
13955,97,HUMFA_26-2-207,Harvard University-Boston Museum of Fine Arts excavation number
13955,97,EMC_SR_GB/120,Cairo Special Register number
14344,58,EMC_JE_54939,Journal d'Entree number
14344,58,EMC_SR_2/14651,Cairo Special Register number
14344,58,HUMFA_27-4-951,Harvard University-Boston Museum of Fine Arts excavation number
14738,88,MFAB_29.3054,"Museum of Fine Arts, Boston accession number"
14738,88,MFAB_29.3055,"Museum of Fine Arts, Boston accession number"
14738,88,MFAB_29.3056,"Museum of Fine Arts, Boston accession number"
14738,88,MFAB_29.3057,"Museum of Fine Arts, Boston accession number"
14738,88,MFAB_29.3059,"Museum of Fine Arts, Boston accession number"
14738,88,MFAB_29.3058,"Museum of Fine Arts, Boston accession number"
14738,88,EMC_SR_4/10147,Cairo Special Register number
14738,88,MFAB_29.3060,"Museum of Fine Arts, Boston accession number"
14738,88,MFAB_29.3061,"Museum of Fine Arts, Boston accession number"
14738,88,MFAB_29.3062,"Museum of Fine Arts, Boston accession number"
14738,88,MFAB_29.3063,"Museum of Fine Arts, Boston accession number"
14738,88,EMC_JE_53907,Journal d'Entree number
14742,88,EMC_SR_4/10152,Cairo Special Register number
14742,88,MFAB_29.3068,"Museum of Fine Arts, Boston accession number"
14742,88,MFAB_29.3069,"Museum of Fine Arts, Boston accession number"
14742,88,MFAB_29.3070,"Museum of Fine Arts, Boston accession number"
14742,88,MFAB_29.3071,"Museum of Fine Arts, Boston accession number"
14742,88,MFAB_29.3072,"Museum of Fine Arts, Boston accession number"
14742,88,EMC_TR_3.4.30.14,Cairo Temporary Register number
14742,88,MFAB_29.3079,"Museum of Fine Arts, Boston accession number"
14742,88,MFAB_29.3080,"Museum of Fine Arts, Boston accession number"
14742,88,MFAB_29.3081,"Museum of Fine Arts, Boston accession number"
14742,88,MFAB_29.3082,"Museum of Fine Arts, Boston accession number"
14742,88,MFAB_29.3083,"Museum of Fine Arts, Boston accession number"
14742,88,EMC_JE_53906,Journal d'Entree number
14742,88,MFAB_29.3073,"Museum of Fine Arts, Boston accession number"
14742,88,MFAB_29.3074,"Museum of Fine Arts, Boston accession number"
14742,88,MFAB_29.3075,"Museum of Fine Arts, Boston accession number"
14742,88,MFAB_29.3076,"Museum of Fine Arts, Boston accession number"
14742,88,MFAB_29.3077,"Museum of Fine Arts, Boston accession number"
14742,88,MFAB_29.3078,"Museum of Fine Arts, Boston accession number"
14745,88,EMC_SR_4/10184,Cairo Special Register number
14745,88,MFAB_ 29.3084,"Museum of Fine Arts, Boston accession number"
14745,88,MFAB_ 29.3085,"Museum of Fine Arts, Boston accession number"
14745,88,MFAB_ 29.3086,"Museum of Fine Arts, Boston accession number"
14745,88,MFAB_ 29.3087,"Museum of Fine Arts, Boston accession number"
14745,88,MFAB_ 29.3088,"Museum of Fine Arts, Boston accession number"
14745,88,MFAB_ 29.3095,"Museum of Fine Arts, Boston accession number"
14745,88,MFAB_ 29.3096,"Museum of Fine Arts, Boston accession number"
14745,88,MFAB_ 29.3097,"Museum of Fine Arts, Boston accession number"
14745,88,EMC_JE_53905,Journal d'Entree number
14745,88,MFAB_ 29.3089,"Museum of Fine Arts, Boston accession number"
14745,88,MFAB_ 29.3090,"Museum of Fine Arts, Boston accession number"
14745,88,MFAB_ 29.3091,"Museum of Fine Arts, Boston accession number"
14745,88,MFAB_ 29.3092,"Museum of Fine Arts, Boston accession number"
14745,88,MFAB_ 29.3093,"Museum of Fine Arts, Boston accession number"
14745,88,MFAB_ 29.3094,"Museum of Fine Arts, Boston accession number"
14934,100,HUMFA_12-12-46,Harvard University-Boston Museum of Fine Arts excavation number
14934,100,MFAB_13.3477,"Museum of Fine Arts, Boston accession number"
15007,88,EMC_TR_16.4.30.9,Cairo Temporary Register number
15007,88,EMC_SR_4/10192,Cairo Special Register number
15007,88,EMC_SR_4/10193,Cairo Special Register number
15007,88,MFAB_29.2887,"Museum of Fine Arts, Boston accession number"
15007,88,MFAB_29.2888,"Museum of Fine Arts, Boston accession number"
15007,88,MFAB_29.2889,"Museum of Fine Arts, Boston accession number"
15007,88,MFAB_29.2890,"Museum of Fine Arts, Boston accession number"
15007,88,EMC_JE_54170,Journal d'Entree number
15007,88,EMC_JE_54171,"Museum of Fine Arts, Boston accession number"
15007,88,MFAB_29.1784,"Museum of Fine Arts, Boston accession number"
15007,88,MFAB_29.1785,"Museum of Fine Arts, Boston accession number"
15007,88,MFAB_29.1786,"Museum of Fine Arts, Boston accession number"
15007,88,MFAB_29.1787,"Museum of Fine Arts, Boston accession number"
15007,88,MFAB_29.1788,"Museum of Fine Arts, Boston accession number"
15007,88,MFAB_29.2886,"Museum of Fine Arts, Boston accession number"
15010,88,MFAB_29.2892,"Museum of Fine Arts, Boston accession number"
15010,88,EMC_JE_54172,Journal d'Entree number
15010,88,EMC_JE_54173,Journal d'Entree number
15010,88,EMC_SR_4/10190,Cairo Special Register number
15010,88,EMC_SR_4/10191,Cairo Special Register number
15010,88,MFAB_29.1779,"Museum of Fine Arts, Boston accession number"
15010,88,MFAB_29.1781,"Museum of Fine Arts, Boston accession number"
15010,88,MFAB_29.1782,"Museum of Fine Arts, Boston accession number"
15010,88,MFAB_29.1783,"Museum of Fine Arts, Boston accession number"
15010,88,MFAB_29.2891,"Museum of Fine Arts, Boston accession number"
15015,88,EMC_SR_4/10186,Cairo Special Register number
15015,88,MFAB_29.1789,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.1790,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.1791,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.1792,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2884,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2885,"Museum of Fine Arts, Boston accession number"
15015,88,EMC_JE_54182,Journal d'Entree number
15015,88,EMC_TR_16.4.30.9,Cairo Temporary Register number
15015,88,MFAB_29.2878,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2879,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2880,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2881,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2882,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2883,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2872,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2873,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2874,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2875,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2876,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2877,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2866,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2867,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2868,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2869,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2870,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2871,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2860,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2861,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2862,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2863,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2864,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2865,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2854,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2855,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2856,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2857,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2858,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2859,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2848,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2849,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2850,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2851,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2852,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2853,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.1793,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2843,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2844,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2845,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2846,"Museum of Fine Arts, Boston accession number"
15015,88,MFAB_29.2847,"Museum of Fine Arts, Boston accession number"
15021,88,MFAB_29.1794,"Museum of Fine Arts, Boston accession number"
15021,88,MFAB_29.1795,"Museum of Fine Arts, Boston accession number"
15021,88,MFAB_29.1796,"Museum of Fine Arts, Boston accession number"
15021,88,MFAB_29.1797,"Museum of Fine Arts, Boston accession number"
15021,88,EMC_JE_54184,Journal d'Entree number
15021,88,EMC_SR_4/10139,Cairo Special Register number
15021,88,EMC_SR_4/10151,Cairo Special Register number
15021,88,MFAB_29.1797,"Museum of Fine Arts, Boston accession number"
15021,88,MFAB_29.2894,"Museum of Fine Arts, Boston accession number"
15021,88,MFAB_29.2895,"Museum of Fine Arts, Boston accession number"
15021,88,MFAB_29.2896,"Museum of Fine Arts, Boston accession number"
15021,88,MFAB_29.2897,"Museum of Fine Arts, Boston accession number"
15021,88,EMC_JE_54183,Journal d'Entree number
15031,88,MFAB_29.1799,"Museum of Fine Arts, Boston accession number"
15031,88,MFAB_29.1800,"Museum of Fine Arts, Boston accession number"
15031,88,EMC_TR_16.4.30.9,Cairo Temporary Register number
15036,88,MFAB_29.1801,"Museum of Fine Arts, Boston accession number"
15036,88,EMC_TR_16.4.30.9,Cairo Temporary Register number
15044,88,MFAB_29.2911,"Museum of Fine Arts, Boston accession number"
15044,88,MFAB_29.2912,"Museum of Fine Arts, Boston accession number"
15044,88,MFAB_29.2913,"Museum of Fine Arts, Boston accession number"
15044,88,MFAB_29.2914,"Museum of Fine Arts, Boston accession number"
15044,88,MFAB_29.2915,"Museum of Fine Arts, Boston accession number"
15044,88,MFAB_29.2916,"Museum of Fine Arts, Boston accession number"
15044,88,EMC_JE_53894,Journal d'Entree number
15044,88,EMC_JE_53895,Journal d'Entree number
15044,88,EMC_SR_4/10154,Cairo Special Register number
15044,88,EMC_SR_4/10157,Cairo Special Register number
15044,88,MFAB_29.2917,"Museum of Fine Arts, Boston accession number"
15044,88,MFAB_29.2918,"Museum of Fine Arts, Boston accession number"
15044,88,MFAB_29.2919,"Museum of Fine Arts, Boston accession number"
15044,88,MFAB_29.2920,"Museum of Fine Arts, Boston accession number"
15044,88,MFAB_29.2921,"Museum of Fine Arts, Boston accession number"
15044,88,MFAB_29.2922,"Museum of Fine Arts, Boston accession number"
15050,88,EMC_SR_4/10163,Cairo Special Register number
15050,88,MFAB_29.1808,"Museum of Fine Arts, Boston accession number"
15050,88,MFAB_29.2923,"Museum of Fine Arts, Boston accession number"
15050,88,EMC_JE_53893,Journal d'Entree number
15050,88,EMC_TR_3.4.30.6,Cairo Temporary Register number
15052,88,MFAB_29.1809,"Museum of Fine Arts, Boston accession number"
15052,88,MFAB_29.1810,"Museum of Fine Arts, Boston accession number"
15052,88,MFAB_29.1811,"Museum of Fine Arts, Boston accession number"
15052,88,MFAB_29.1812,"Museum of Fine Arts, Boston accession number"
15052,88,MFAB_29.1813,"Museum of Fine Arts, Boston accession number"
15052,88,MFAB_29.3607,"Museum of Fine Arts, Boston accession number"
15052,88,MFAB_29.3608,"Museum of Fine Arts, Boston accession number"
15052,88,MFAB_29.3609,"Museum of Fine Arts, Boston accession number"
15052,88,EMC_JE_53892,Journal d'Entree number
15052,88,EMC_SR_4/10171,Cairo Special Register number
15052,88,MFAB_29.3601,"Museum of Fine Arts, Boston accession number"
15052,88,MFAB_29.3602,"Museum of Fine Arts, Boston accession number"
15052,88,MFAB_29.3603,"Museum of Fine Arts, Boston accession number"
15052,88,MFAB_29.3604,"Museum of Fine Arts, Boston accession number"
15052,88,MFAB_29.3605,"Museum of Fine Arts, Boston accession number"
15052,88,MFAB_29.3606,"Museum of Fine Arts, Boston accession number"
15061,88,MFAB_29.3624,"Museum of Fine Arts, Boston accession number"
15061,88,MFAB_29.3625,"Museum of Fine Arts, Boston accession number"
15061,88,MFAB_29.3626,"Museum of Fine Arts, Boston accession number"
15061,88,MFAB_29.3627,"Museum of Fine Arts, Boston accession number"
15061,88,MFAB_29.3628,"Museum of Fine Arts, Boston accession number"
15061,88,MFAB_29.3629,"Museum of Fine Arts, Boston accession number"
15061,88,EMC_JE_53891,Journal d'Entree number
15061,88,EMC_SR_4/10156,Cairo Special Register number
15061,88,EMC_SR_4/10176,Cairo Special Register number
15061,88,MFAB_29.3630,"Museum of Fine Arts, Boston accession number"
15061,88,MFAB_29.3631,"Museum of Fine Arts, Boston accession number"
15061,88,MFAB_29.3632,"Museum of Fine Arts, Boston accession number"
15061,88,MFAB_29.3633,"Museum of Fine Arts, Boston accession number"
15061,88,MFAB_29.3634,"Museum of Fine Arts, Boston accession number"
15061,88,EMC_JE_53890,Journal d'Entree number
15066,88,MFAB_29.1821,"Museum of Fine Arts, Boston accession number"
15066,88,MFAB_29.1822,"Museum of Fine Arts, Boston accession number"
15066,88,EMC_TR_3.4.30.6,Cairo Temporary Register number
15068,88,MFAB_29.1823,"Museum of Fine Arts, Boston accession number"
15068,88,MFAB_29.3638,"Museum of Fine Arts, Boston accession number"
15068,88,EMC_JE_53888,Journal d'Entree number
15068,88,EMC_SR_4/10155,Cairo Special Register number
15075,88,MFAB_29.2925,"Museum of Fine Arts, Boston accession number"
15075,88,MFAB_29.2926,"Museum of Fine Arts, Boston accession number"
15075,88,MFAB_29.2927,"Museum of Fine Arts, Boston accession number"
15075,88,MFAB_29.2928,"Museum of Fine Arts, Boston accession number"
15075,88,MFAB_29.2929,"Museum of Fine Arts, Boston accession number"
15075,88,EMC_TR_3.4.30.8,Cairo Temporary Register number
15076,88,MFAB_29.2930,"Museum of Fine Arts, Boston accession number"
15076,88,MFAB_29.2931,"Museum of Fine Arts, Boston accession number"
15076,88,MFAB_29.2932,"Museum of Fine Arts, Boston accession number"
15076,88,EMC_TR_3.4.30.8,Cairo Temporary Register number
15077,88,MFAB_29.2933,"Museum of Fine Arts, Boston accession number"
15077,88,MFAB_29.2934,"Museum of Fine Arts, Boston accession number"
15077,88,MFAB_29.2935,"Museum of Fine Arts, Boston accession number"
15077,88,MFAB_29.2936,"Museum of Fine Arts, Boston accession number"
15077,88,MFAB_29.2937,"Museum of Fine Arts, Boston accession number"
15077,88,EMC_JE_53889,Journal d'Entree number
15077,88,EMC_SR_4/10178,Cairo Special Register number
15078,88,MFAB_29.2938,"Museum of Fine Arts, Boston accession number"
15078,88,MFAB_29.2939,"Museum of Fine Arts, Boston accession number"
15078,88,MFAB_29.2940,"Museum of Fine Arts, Boston accession number"
15078,88,MFAB_29.2941,"Museum of Fine Arts, Boston accession number"
15078,88,EMC_TR_3.4.30.8,Cairo Temporary Register number
15079,88,EMC_SR_4/10183,Cairo Special Register number
15079,88,EMC_SR_4/10189,Cairo Special Register number
15079,88,MFAB_29.1814,"Museum of Fine Arts, Boston accession number"
15079,88,EMC_JE_53904,Journal d'Entree number
15079,88,MFAB_29.2959,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2960,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2961,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2962,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2963,"Museum of Fine Arts, Boston accession number"
15079,88,EMC_JE_53903,Journal d'Entree number
15079,88,MFAB_29.2953,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2954,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2955,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2956,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2957,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2958,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2947,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2948,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2949,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2950,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2951,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2952,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.1815,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.1816,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.1817,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.1818,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2945,"Museum of Fine Arts, Boston accession number"
15079,88,MFAB_29.2946,"Museum of Fine Arts, Boston accession number"
15083,88,MFAB_29.2968,"Museum of Fine Arts, Boston accession number"
15083,88,MFAB_29.2969,"Museum of Fine Arts, Boston accession number"
15083,88,EMC_JE_53901,Journal d'Entree number
15083,88,EMC_SR_4/10175,Cairo Special Register number
15085,88,MFAB_29.1826,"Museum of Fine Arts, Boston accession number"
15085,88,MFAB_29.1827,"Museum of Fine Arts, Boston accession number"
15085,88,MFAB_29.2970,"Museum of Fine Arts, Boston accession number"
15085,88,MFAB_29.2971,"Museum of Fine Arts, Boston accession number"
15085,88,MFAB_29.2972,"Museum of Fine Arts, Boston accession number"
15085,88,EMC_JE_53902,Journal d'Entree number
15085,88,EMC_SR_4/10180,Cairo Special Register number
15102,88,EMC_SR_4/10174,Cairo Special Register number
15102,88,MFAB_29.2988,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.2989,"Museum of Fine Arts, Boston accession number"
15102,88,EMC_TR_3.4.30.6,Cairo Temporary Register number
15102,88,EMC_TR_3.4.30.16,Cairo Temporary Register number
15102,88,MFAB_29.3002,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.3003,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.3004,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.3005,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.3006,"Museum of Fine Arts, Boston accession number"
15102,88,EMC_JE_53900,Journal d'Entree number
15102,88,MFAB_29.2996,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.2997,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.2998,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.2999,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.3000,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.3001,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.2990,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.2991,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.2992,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.2993,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.2994,"Museum of Fine Arts, Boston accession number"
15102,88,MFAB_29.2995,"Museum of Fine Arts, Boston accession number"
15110,58,HUMFA_27-5-17,Harvard University-Boston Museum of Fine Arts excavation number
15110,58,EMC_SR_2/15420,Cairo Special Register number
15115,88,MFAB_29.3016,"Museum of Fine Arts, Boston accession number"
15115,88,MFAB_29.3017,"Museum of Fine Arts, Boston accession number"
15115,88,MFAB_29.3018,"Museum of Fine Arts, Boston accession number"
15115,88,MFAB_29.3019,"Museum of Fine Arts, Boston accession number"
15115,88,MFAB_29.3020,"Museum of Fine Arts, Boston accession number"
15115,88,EMC_JE_53909,Journal d'Entree number
15115,88,EMC_SR_4/10185,Cairo Special Register number
15118,88,EMC_SR_4/10169,Cairo Special Register number
15118,88,MFAB_29.3021,"Museum of Fine Arts, Boston accession number"
15118,88,MFAB_29.3022,"Museum of Fine Arts, Boston accession number"
15118,88,EMC_JE_53908,Journal d'Entree number
15118,88,EMC_TR_3.4.30.13,Cairo Temporary Register number
15118,88,MFAB_29.3029,"Museum of Fine Arts, Boston accession number"
15118,88,MFAB_29.3030,"Museum of Fine Arts, Boston accession number"
15118,88,MFAB_29.3031,"Museum of Fine Arts, Boston accession number"
15118,88,MFAB_29.3032,"Museum of Fine Arts, Boston accession number"
15118,88,MFAB_29.3033,"Museum of Fine Arts, Boston accession number"
15118,88,MFAB_29.3034,"Museum of Fine Arts, Boston accession number"
15118,88,MFAB_29.3023,"Museum of Fine Arts, Boston accession number"
15118,88,MFAB_29.3024,"Museum of Fine Arts, Boston accession number"
15118,88,MFAB_29.3025,"Museum of Fine Arts, Boston accession number"
15118,88,MFAB_29.3026,"Museum of Fine Arts, Boston accession number"
15118,88,MFAB_29.3027,"Museum of Fine Arts, Boston accession number"
15118,88,MFAB_29.3028,"Museum of Fine Arts, Boston accession number"
15331,83,HUMFA_27-6-19,Harvard University-Boston Museum of Fine Arts excavation number
15332,97,EMC_JE_54935a,Journal d'Entree number
15332,97,EMC_SR_2/14695,Cairo Special Register number
15332,97,HUMFA_27-6-20,Harvard University-Boston Museum of Fine Arts excavation number
15332,97,EMC_JE_54935b,Journal d'Entree number
15352,97,EMC_CG_6170,Catalogue General number
15352,97,EMC_JE_54934A,Journal d'Entree number
15352,97,EMC_JE_54934B,Journal d'Entree number
15352,97,EMC_SR_2/14704,Cairo Special Register number
15352,97,HUMFA_27-4-1277,Harvard University-Boston Museum of Fine Arts excavation number
15353,120,13.4342a,MFA accession number
15353,120,13.4342b,MFA accession number
15353,120,13.4342c,MFA accession number
15354,18,HUMFA_12-10-2,Harvard University-Boston Museum of Fine Arts excavation number
15354,18,EMC_SR_2/15055,Cairo Special Register number
15354,18,EMC_JE_44609,Journal d'Entree number
15355,18,7502,"Kunsthistorisches Museum, Vienna number"
15355,18,HUMFA_12-10-3,Previous Number
15356,18,13.4330,MFA accession number
15356,18,13.4358,MFA accession number
15357,18,13.3158,MFA accession number
15358,18,13.3157,MFA accession number
15359,18,HUMFA_12-10-7,Previous Number
15364,97,HUMFA_12-10-12,Harvard University-Boston Museum of Fine Arts excavation number
15761,18,HUMFA_12-11-26,Previous Number
15761,18,EMC_SR_2/15669,Cairo Special Register number
15791,18,HUMFA_12-11-34,Harvard University-Boston Museum of Fine Arts excavation number
15791,18,MFAB_13.3443,"Museum of Fine Arts, Boston accession number"
15798,18,HUMFA_12-11-38,Harvard University-Boston Museum of Fine Arts excavation number
15942,18,HUMFA_12-12-29,Harvard University-Boston Museum of Fine Arts excavation number
15942,18,EMC_SR_2/256,Cairo Special Register number
16009,100,HUMFA_12-12-53,Harvard University-Boston Museum of Fine Arts excavation number
16009,100,MFAB_13.3483,"Museum of Fine Arts, Boston accession number"
16014,100,HUMFA_12-12-56,Harvard University-Boston Museum of Fine Arts excavation number
16014,100,MFAB_13.3486,"Museum of Fine Arts, Boston accession number"
16015,100,HUMFA_12-12-57,Harvard University-Boston Museum of Fine Arts excavation number
16015,100,MFAB_13.4328,"Museum of Fine Arts, Boston accession number"
16157,84,HUMFA_14-2-72,Harvard University-Boston Museum of Fine Arts excavation number
16211,92,MFAB_13.3429a-b,"Museum of Fine Arts, Boston accession number"
16211,92,MFAB_13.3469,"Museum of Fine Arts, Boston accession number"
16211,92,EMC_TR_20.9.16.3,Cairo Temporary Register number
16211,92,EMC_SR_3/2943,Cairo Special Register number
